Date,Date,Open,Close,High,Low,Volume
2020-09-30 22:10:00,2020-09-30 22:10:00,1.17278,1.17288,1.17293,1.17278,29
2020-09-30 22:11:00,2020-09-30 22:11:00,1.17288,1.17289,1.17289,1.17277,18
2020-09-30 22:12:00,2020-09-30 22:12:00,1.17289,1.17275,1.17289,1.17275,8
2020-09-30 22:13:00,2020-09-30 22:13:00,1.17277,1.17281,1.17281,1.17277,6
2020-09-30 22:14:00,2020-09-30 22:14:00,1.17281,1.17283,1.17283,1.17281,3
2020-09-30 22:15:00,2020-09-30 22:15:00,1.17283,1.17287,1.17287,1.17281,9
2020-09-30 22:16:00,2020-09-30 22:16:00,1.17287,1.17281,1.17287,1.17281,3
2020-09-30 22:17:00,2020-09-30 22:17:00,1.17281,1.17272,1.17281,1.17272,3
2020-09-30 22:18:00,2020-09-30 22:18:00,1.17272,1.17285,1.17287,1.17272,26
2020-09-30 22:19:00,2020-09-30 22:19:00,1.17287,1.17282,1.17287,1.17281,9
2020-09-30 22:20:00,2020-09-30 22:20:00,1.17282,1.17283,1.17284,1.17282,7
2020-09-30 22:21:00,2020-09-30 22:21:00,1.17283,1.17296,1.17296,1.17283,11
2020-09-30 22:22:00,2020-09-30 22:22:00,1.17296,1.17291,1.17297,1.17288,10
2020-09-30 22:23:00,2020-09-30 22:23:00,1.17291,1.17291,1.17291,1.17291,0
2020-09-30 22:24:00,2020-09-30 22:24:00,1.17291,1.17298,1.17303,1.17291,14
2020-09-30 22:25:00,2020-09-30 22:25:00,1.17298,1.17291,1.17299,1.17291,17
2020-09-30 22:26:00,2020-09-30 22:26:00,1.17291,1.17295,1.173,1.17291,26
2020-09-30 22:27:00,2020-09-30 22:27:00,1.17294,1.17294,1.17295,1.17293,6
2020-09-30 22:28:00,2020-09-30 22:28:00,1.17294,1.17293,1.17294,1.17293,5
2020-09-30 22:29:00,2020-09-30 22:29:00,1.17293,1.17307,1.17307,1.17293,20
2020-09-30 22:30:00,2020-09-30 22:30:00,1.17307,1.17303,1.17309,1.17303,11
2020-09-30 22:31:00,2020-09-30 22:31:00,1.17303,1.17305,1.17305,1.17301,5
2020-09-30 22:32:00,2020-09-30 22:32:00,1.17305,1.17309,1.17309,1.17305,18
2020-09-30 22:33:00,2020-09-30 22:33:00,1.17308,1.17307,1.17308,1.17306,6
2020-09-30 22:34:00,2020-09-30 22:34:00,1.17307,1.17305,1.17307,1.17305,2
2020-09-30 22:35:00,2020-09-30 22:35:00,1.17305,1.17307,1.17307,1.17305,5
2020-09-30 22:36:00,2020-09-30 22:36:00,1.17307,1.17307,1.17307,1.17307,0
2020-09-30 22:37:00,2020-09-30 22:37:00,1.17307,1.17308,1.17308,1.17305,12
2020-09-30 22:38:00,2020-09-30 22:38:00,1.17308,1.17307,1.17308,1.17305,8
2020-09-30 22:39:00,2020-09-30 22:39:00,1.17307,1.17307,1.17308,1.17307,2
2020-09-30 22:40:00,2020-09-30 22:40:00,1.17307,1.17307,1.17307,1.17307,2
2020-09-30 22:41:00,2020-09-30 22:41:00,1.17307,1.17304,1.17307,1.17304,6
2020-09-30 22:42:00,2020-09-30 22:42:00,1.17304,1.173,1.17304,1.173,6
2020-09-30 22:43:00,2020-09-30 22:43:00,1.173,1.17299,1.173,1.17299,1
2020-09-30 22:44:00,2020-09-30 22:44:00,1.17299,1.17291,1.17299,1.17291,11
2020-09-30 22:45:00,2020-09-30 22:45:00,1.17291,1.17292,1.17293,1.17291,9
2020-09-30 22:46:00,2020-09-30 22:46:00,1.17291,1.17292,1.17292,1.17291,9
2020-09-30 22:47:00,2020-09-30 22:47:00,1.17292,1.17291,1.17292,1.17289,16
2020-09-30 22:48:00,2020-09-30 22:48:00,1.17291,1.17309,1.17312,1.17291,21
2020-09-30 22:49:00,2020-09-30 22:49:00,1.17309,1.1731,1.17311,1.17309,5
2020-09-30 22:50:00,2020-09-30 22:50:00,1.1731,1.17303,1.1731,1.17303,15
2020-09-30 22:51:00,2020-09-30 22:51:00,1.17303,1.17289,1.17303,1.17289,20
2020-09-30 22:52:00,2020-09-30 22:52:00,1.1729,1.17297,1.17298,1.1729,18
2020-09-30 22:53:00,2020-09-30 22:53:00,1.17297,1.173,1.17301,1.17296,7
2020-09-30 22:54:00,2020-09-30 22:54:00,1.173,1.17304,1.17307,1.173,10
2020-09-30 22:55:00,2020-09-30 22:55:00,1.17305,1.17305,1.17309,1.17305,9
2020-09-30 22:56:00,2020-09-30 22:56:00,1.17305,1.17307,1.17309,1.17305,14
2020-09-30 22:57:00,2020-09-30 22:57:00,1.17307,1.17308,1.17309,1.17307,9
2020-09-30 22:58:00,2020-09-30 22:58:00,1.17308,1.17311,1.17311,1.17307,8
2020-09-30 22:59:00,2020-09-30 22:59:00,1.17311,1.17313,1.17313,1.17311,5
2020-09-30 23:00:00,2020-09-30 23:00:00,1.17313,1.17305,1.17313,1.17305,6
2020-09-30 23:01:00,2020-09-30 23:01:00,1.17305,1.17303,1.17307,1.17295,44
2020-09-30 23:02:00,2020-09-30 23:02:00,1.17303,1.17288,1.17303,1.17287,62
2020-09-30 23:03:00,2020-09-30 23:03:00,1.17287,1.17283,1.17287,1.17273,47
2020-09-30 23:04:00,2020-09-30 23:04:00,1.17281,1.17279,1.17281,1.17268,46
2020-09-30 23:05:00,2020-09-30 23:05:00,1.17279,1.17283,1.17287,1.17275,37
2020-09-30 23:06:00,2020-09-30 23:06:00,1.17283,1.17281,1.17283,1.17268,75
2020-09-30 23:07:00,2020-09-30 23:07:00,1.17281,1.17279,1.17283,1.17275,52
2020-09-30 23:08:00,2020-09-30 23:08:00,1.17281,1.17277,1.17286,1.17276,61
2020-09-30 23:09:00,2020-09-30 23:09:00,1.17277,1.17283,1.17283,1.17275,45
2020-09-30 23:10:00,2020-09-30 23:10:00,1.17283,1.17283,1.17285,1.17277,37
2020-09-30 23:11:00,2020-09-30 23:11:00,1.17283,1.17283,1.17285,1.17281,21
2020-09-30 23:12:00,2020-09-30 23:12:00,1.17283,1.17286,1.17286,1.17281,11
2020-09-30 23:13:00,2020-09-30 23:13:00,1.17286,1.17285,1.17287,1.17282,11
2020-09-30 23:14:00,2020-09-30 23:14:00,1.17285,1.17283,1.17285,1.17281,12
2020-09-30 23:15:00,2020-09-30 23:15:00,1.17283,1.17285,1.17285,1.17277,23
2020-09-30 23:16:00,2020-09-30 23:16:00,1.17285,1.17285,1.17287,1.17285,9
2020-09-30 23:17:00,2020-09-30 23:17:00,1.17285,1.17288,1.17288,1.17284,5
2020-09-30 23:18:00,2020-09-30 23:18:00,1.17288,1.17295,1.17295,1.17288,3
2020-09-30 23:19:00,2020-09-30 23:19:00,1.17295,1.17295,1.17297,1.17295,3
2020-09-30 23:20:00,2020-09-30 23:20:00,1.17295,1.17291,1.17295,1.17287,15
2020-09-30 23:21:00,2020-09-30 23:21:00,1.17291,1.17292,1.17293,1.17291,10
2020-09-30 23:22:00,2020-09-30 23:22:00,1.17292,1.17301,1.17302,1.17292,18
2020-09-30 23:23:00,2020-09-30 23:23:00,1.17301,1.17307,1.17308,1.17301,46
2020-09-30 23:24:00,2020-09-30 23:24:00,1.17307,1.17307,1.17307,1.17305,22
2020-09-30 23:25:00,2020-09-30 23:25:00,1.17307,1.17305,1.17307,1.17305,14
2020-09-30 23:26:00,2020-09-30 23:26:00,1.17305,1.17305,1.17306,1.17305,13
2020-09-30 23:27:00,2020-09-30 23:27:00,1.17305,1.17318,1.17318,1.17305,30
2020-09-30 23:28:00,2020-09-30 23:28:00,1.17318,1.17313,1.17318,1.17311,11
2020-09-30 23:29:00,2020-09-30 23:29:00,1.17313,1.17306,1.17315,1.173,40
2020-09-30 23:30:00,2020-09-30 23:30:00,1.17306,1.17293,1.17306,1.17293,38
2020-09-30 23:31:00,2020-09-30 23:31:00,1.17293,1.17287,1.17297,1.17287,21
2020-09-30 23:32:00,2020-09-30 23:32:00,1.17287,1.17288,1.17289,1.17287,10
2020-09-30 23:33:00,2020-09-30 23:33:00,1.17288,1.17289,1.1729,1.17288,14
2020-09-30 23:34:00,2020-09-30 23:34:00,1.17289,1.17289,1.17289,1.17288,7
2020-09-30 23:35:00,2020-09-30 23:35:00,1.17289,1.17283,1.17289,1.17283,5
2020-09-30 23:36:00,2020-09-30 23:36:00,1.17283,1.17285,1.17287,1.17283,9
2020-09-30 23:37:00,2020-09-30 23:37:00,1.17285,1.17288,1.17288,1.17283,9
2020-09-30 23:38:00,2020-09-30 23:38:00,1.17288,1.17273,1.17288,1.17271,20
2020-09-30 23:39:00,2020-09-30 23:39:00,1.17273,1.17255,1.17273,1.17255,52
2020-09-30 23:40:00,2020-09-30 23:40:00,1.17255,1.17262,1.17265,1.17255,30
2020-09-30 23:41:00,2020-09-30 23:41:00,1.17262,1.17249,1.17262,1.17249,30
2020-09-30 23:42:00,2020-09-30 23:42:00,1.17249,1.1725,1.17251,1.17246,15
2020-09-30 23:43:00,2020-09-30 23:43:00,1.1725,1.17259,1.1726,1.1725,15
2020-09-30 23:44:00,2020-09-30 23:44:00,1.17259,1.17251,1.17259,1.17248,17
2020-09-30 23:45:00,2020-09-30 23:45:00,1.17251,1.17245,1.17251,1.17245,11
2020-09-30 23:46:00,2020-09-30 23:46:00,1.17246,1.17245,1.17247,1.17243,16
2020-09-30 23:47:00,2020-09-30 23:47:00,1.17245,1.17233,1.17245,1.17233,10
2020-09-30 23:48:00,2020-09-30 23:48:00,1.17231,1.17233,1.17234,1.17228,15
2020-09-30 23:49:00,2020-09-30 23:49:00,1.17233,1.17235,1.17235,1.17233,8
2020-09-30 23:50:00,2020-09-30 23:50:00,1.17235,1.17239,1.1724,1.17234,11
2020-09-30 23:51:00,2020-09-30 23:51:00,1.1724,1.1724,1.17248,1.1724,23
2020-09-30 23:52:00,2020-09-30 23:52:00,1.1724,1.17249,1.17249,1.1724,7
2020-09-30 23:53:00,2020-09-30 23:53:00,1.17247,1.17247,1.17247,1.17246,5
2020-09-30 23:54:00,2020-09-30 23:54:00,1.17247,1.17243,1.17247,1.17243,7
2020-09-30 23:55:00,2020-09-30 23:55:00,1.17243,1.17243,1.17245,1.17243,13
2020-09-30 23:56:00,2020-09-30 23:56:00,1.17243,1.17236,1.17244,1.17233,45
2020-09-30 23:57:00,2020-09-30 23:57:00,1.17236,1.17237,1.17239,1.17236,14
2020-09-30 23:58:00,2020-09-30 23:58:00,1.17237,1.17236,1.17237,1.17233,13
2020-09-30 23:59:00,2020-09-30 23:59:00,1.17236,1.17241,1.17243,1.17235,41
2020-10-01 00:00:00,2020-10-01 00:00:00,1.1724,1.17233,1.17241,1.17232,55
2020-10-01 00:01:00,2020-10-01 00:01:00,1.17233,1.17247,1.17247,1.17231,76
2020-10-01 00:02:00,2020-10-01 00:02:00,1.17247,1.17235,1.17251,1.1723,46
2020-10-01 00:03:00,2020-10-01 00:03:00,1.17235,1.17226,1.17235,1.17224,61
2020-10-01 00:04:00,2020-10-01 00:04:00,1.17225,1.1723,1.17237,1.17225,31
2020-10-01 00:05:00,2020-10-01 00:05:00,1.1723,1.17232,1.17238,1.17229,38
2020-10-01 00:06:00,2020-10-01 00:06:00,1.17232,1.17243,1.17243,1.17232,47
2020-10-01 00:07:00,2020-10-01 00:07:00,1.17243,1.17264,1.17264,1.17243,50
2020-10-01 00:08:00,2020-10-01 00:08:00,1.17264,1.17267,1.17268,1.17254,47
2020-10-01 00:09:00,2020-10-01 00:09:00,1.17267,1.17269,1.17273,1.17267,46
2020-10-01 00:10:00,2020-10-01 00:10:00,1.17269,1.17269,1.17274,1.17269,47
2020-10-01 00:11:00,2020-10-01 00:11:00,1.17269,1.17279,1.17279,1.17269,40
2020-10-01 00:12:00,2020-10-01 00:12:00,1.17279,1.17275,1.1728,1.17275,13
2020-10-01 00:13:00,2020-10-01 00:13:00,1.17275,1.17277,1.17279,1.17273,33
2020-10-01 00:14:00,2020-10-01 00:14:00,1.17277,1.17267,1.17279,1.17267,36
2020-10-01 00:15:00,2020-10-01 00:15:00,1.17267,1.17263,1.17273,1.17263,34
2020-10-01 00:16:00,2020-10-01 00:16:00,1.17263,1.17265,1.17272,1.17263,17
2020-10-01 00:17:00,2020-10-01 00:17:00,1.17265,1.17265,1.17266,1.17259,24
2020-10-01 00:18:00,2020-10-01 00:18:00,1.17265,1.17259,1.17268,1.17259,17
2020-10-01 00:19:00,2020-10-01 00:19:00,1.17259,1.17258,1.17263,1.17258,15
2020-10-01 00:20:00,2020-10-01 00:20:00,1.17258,1.17255,1.17261,1.17239,63
2020-10-01 00:21:00,2020-10-01 00:21:00,1.17255,1.17255,1.17261,1.17254,22
2020-10-01 00:22:00,2020-10-01 00:22:00,1.17254,1.17251,1.17257,1.17251,24
2020-10-01 00:23:00,2020-10-01 00:23:00,1.17251,1.17259,1.1726,1.17251,20
2020-10-01 00:24:00,2020-10-01 00:24:00,1.17259,1.17244,1.17262,1.17244,29
2020-10-01 00:25:00,2020-10-01 00:25:00,1.17244,1.17245,1.17247,1.17239,25
2020-10-01 00:26:00,2020-10-01 00:26:00,1.17245,1.17245,1.17247,1.17243,15
2020-10-01 00:27:00,2020-10-01 00:27:00,1.17245,1.17245,1.17245,1.17245,5
2020-10-01 00:28:00,2020-10-01 00:28:00,1.17245,1.17254,1.17254,1.17245,18
2020-10-01 00:29:00,2020-10-01 00:29:00,1.17254,1.17254,1.17255,1.17254,4
2020-10-01 00:30:00,2020-10-01 00:30:00,1.17254,1.17239,1.17256,1.17239,48
2020-10-01 00:31:00,2020-10-01 00:31:00,1.17239,1.17245,1.17249,1.17239,18
2020-10-01 00:32:00,2020-10-01 00:32:00,1.17245,1.17249,1.17249,1.17245,10
2020-10-01 00:33:00,2020-10-01 00:33:00,1.17247,1.17241,1.17247,1.17237,31
2020-10-01 00:34:00,2020-10-01 00:34:00,1.17241,1.17233,1.17241,1.17231,27
2020-10-01 00:35:00,2020-10-01 00:35:00,1.17233,1.17234,1.17239,1.17233,20
2020-10-01 00:36:00,2020-10-01 00:36:00,1.17234,1.17237,1.17239,1.17227,39
2020-10-01 00:37:00,2020-10-01 00:37:00,1.17237,1.17241,1.17248,1.17237,53
2020-10-01 00:38:00,2020-10-01 00:38:00,1.17241,1.1724,1.17247,1.17236,29
2020-10-01 00:39:00,2020-10-01 00:39:00,1.1724,1.17245,1.17245,1.17239,17
2020-10-01 00:40:00,2020-10-01 00:40:00,1.17245,1.17239,1.17245,1.17237,24
2020-10-01 00:41:00,2020-10-01 00:41:00,1.17239,1.17263,1.17263,1.17239,42
2020-10-01 00:42:00,2020-10-01 00:42:00,1.17263,1.17257,1.17267,1.17257,50
2020-10-01 00:43:00,2020-10-01 00:43:00,1.17257,1.17253,1.17261,1.17251,92
2020-10-01 00:44:00,2020-10-01 00:44:00,1.17253,1.17255,1.17257,1.17247,63
2020-10-01 00:45:00,2020-10-01 00:45:00,1.17255,1.17248,1.17256,1.17247,41
2020-10-01 00:46:00,2020-10-01 00:46:00,1.17248,1.17232,1.17248,1.17231,91
2020-10-01 00:47:00,2020-10-01 00:47:00,1.17232,1.17235,1.17241,1.17231,38
2020-10-01 00:48:00,2020-10-01 00:48:00,1.17235,1.17225,1.17235,1.17225,43
2020-10-01 00:49:00,2020-10-01 00:49:00,1.17225,1.17228,1.17233,1.17215,81
2020-10-01 00:50:00,2020-10-01 00:50:00,1.17228,1.17227,1.17229,1.17223,48
2020-10-01 00:51:00,2020-10-01 00:51:00,1.17227,1.17234,1.17239,1.17227,90
2020-10-01 00:52:00,2020-10-01 00:52:00,1.17234,1.17239,1.17239,1.17232,36
2020-10-01 00:53:00,2020-10-01 00:53:00,1.17239,1.17237,1.17247,1.17237,71
2020-10-01 00:54:00,2020-10-01 00:54:00,1.17237,1.17233,1.17242,1.17233,87
2020-10-01 00:55:00,2020-10-01 00:55:00,1.17233,1.17189,1.17233,1.17187,252
2020-10-01 00:56:00,2020-10-01 00:56:00,1.1719,1.17203,1.17213,1.17189,189
2020-10-01 00:57:00,2020-10-01 00:57:00,1.17203,1.17203,1.17215,1.17201,81
2020-10-01 00:58:00,2020-10-01 00:58:00,1.17203,1.17201,1.17207,1.17199,54
2020-10-01 00:59:00,2020-10-01 00:59:00,1.17201,1.17178,1.17201,1.17176,68
2020-10-01 01:00:00,2020-10-01 01:00:00,1.17178,1.17183,1.17185,1.17172,69
2020-10-01 01:01:00,2020-10-01 01:01:00,1.17184,1.17186,1.17191,1.17182,78
2020-10-01 01:02:00,2020-10-01 01:02:00,1.17186,1.17183,1.17192,1.17183,107
2020-10-01 01:03:00,2020-10-01 01:03:00,1.17183,1.17188,1.17192,1.17178,114
2020-10-01 01:04:00,2020-10-01 01:04:00,1.17188,1.17197,1.17197,1.17188,92
2020-10-01 01:05:00,2020-10-01 01:05:00,1.17198,1.17192,1.17204,1.17192,36
2020-10-01 01:06:00,2020-10-01 01:06:00,1.17192,1.17177,1.17193,1.17177,37
2020-10-01 01:07:00,2020-10-01 01:07:00,1.17177,1.17182,1.17183,1.17177,72
2020-10-01 01:08:00,2020-10-01 01:08:00,1.17181,1.17187,1.17189,1.17181,137
2020-10-01 01:09:00,2020-10-01 01:09:00,1.17187,1.17183,1.17195,1.17183,67
2020-10-01 01:10:00,2020-10-01 01:10:00,1.17183,1.17195,1.17195,1.17183,61
2020-10-01 01:11:00,2020-10-01 01:11:00,1.17195,1.17207,1.17207,1.17195,168
2020-10-01 01:12:00,2020-10-01 01:12:00,1.17206,1.17214,1.17216,1.17203,82
2020-10-01 01:13:00,2020-10-01 01:13:00,1.17214,1.17215,1.17221,1.17213,38
2020-10-01 01:14:00,2020-10-01 01:14:00,1.17216,1.17244,1.17244,1.17216,74
2020-10-01 01:15:00,2020-10-01 01:15:00,1.17245,1.17242,1.17245,1.17233,82
2020-10-01 01:16:00,2020-10-01 01:16:00,1.17242,1.17247,1.17255,1.17242,93
2020-10-01 01:17:00,2020-10-01 01:17:00,1.17246,1.17229,1.17246,1.17225,75
2020-10-01 01:18:00,2020-10-01 01:18:00,1.17228,1.17223,1.17229,1.17218,49
2020-10-01 01:19:00,2020-10-01 01:19:00,1.17224,1.17224,1.17228,1.17221,28
2020-10-01 01:20:00,2020-10-01 01:20:00,1.17225,1.17233,1.17234,1.17225,43
2020-10-01 01:21:00,2020-10-01 01:21:00,1.17233,1.1722,1.17237,1.17217,50
2020-10-01 01:22:00,2020-10-01 01:22:00,1.17219,1.17229,1.17231,1.17218,40
2020-10-01 01:23:00,2020-10-01 01:23:00,1.17229,1.17225,1.1723,1.17225,33
2020-10-01 01:24:00,2020-10-01 01:24:00,1.17225,1.1723,1.17231,1.17225,27
2020-10-01 01:25:00,2020-10-01 01:25:00,1.1723,1.17235,1.17235,1.17225,17
2020-10-01 01:26:00,2020-10-01 01:26:00,1.17235,1.17238,1.17238,1.17231,18
2020-10-01 01:27:00,2020-10-01 01:27:00,1.17238,1.17242,1.17249,1.17233,70
2020-10-01 01:28:00,2020-10-01 01:28:00,1.17242,1.17243,1.17243,1.17235,27
2020-10-01 01:29:00,2020-10-01 01:29:00,1.17243,1.17254,1.17259,1.17243,46
2020-10-01 01:30:00,2020-10-01 01:30:00,1.17254,1.17271,1.17276,1.17251,97
2020-10-01 01:31:00,2020-10-01 01:31:00,1.17271,1.17293,1.17301,1.17271,175
2020-10-01 01:32:00,2020-10-01 01:32:00,1.17292,1.17294,1.17295,1.17277,95
2020-10-01 01:33:00,2020-10-01 01:33:00,1.17294,1.173,1.17304,1.17285,80
2020-10-01 01:34:00,2020-10-01 01:34:00,1.17301,1.17311,1.17311,1.17301,30
2020-10-01 01:35:00,2020-10-01 01:35:00,1.17311,1.17319,1.17325,1.17309,49
2020-10-01 01:36:00,2020-10-01 01:36:00,1.17319,1.17327,1.17327,1.17314,51
2020-10-01 01:37:00,2020-10-01 01:37:00,1.17326,1.17345,1.17345,1.17325,129
2020-10-01 01:38:00,2020-10-01 01:38:00,1.17344,1.17349,1.17355,1.17336,64
2020-10-01 01:39:00,2020-10-01 01:39:00,1.17349,1.17391,1.17397,1.17343,162
2020-10-01 01:40:00,2020-10-01 01:40:00,1.17391,1.17378,1.17399,1.17377,71
2020-10-01 01:41:00,2020-10-01 01:41:00,1.17377,1.17399,1.17435,1.17376,292
2020-10-01 01:42:00,2020-10-01 01:42:00,1.17399,1.17383,1.17413,1.17379,183
2020-10-01 01:43:00,2020-10-01 01:43:00,1.17384,1.17382,1.174,1.1738,101
2020-10-01 01:44:00,2020-10-01 01:44:00,1.17382,1.17385,1.17385,1.17372,38
2020-10-01 01:45:00,2020-10-01 01:45:00,1.17385,1.17399,1.17399,1.17383,107
2020-10-01 01:46:00,2020-10-01 01:46:00,1.17399,1.17385,1.17399,1.17377,125
2020-10-01 01:47:00,2020-10-01 01:47:00,1.17383,1.17392,1.17395,1.17381,81
2020-10-01 01:48:00,2020-10-01 01:48:00,1.17392,1.17387,1.17403,1.17381,65
2020-10-01 01:49:00,2020-10-01 01:49:00,1.17387,1.17373,1.17387,1.17367,43
2020-10-01 01:50:00,2020-10-01 01:50:00,1.17373,1.17365,1.17379,1.17359,78
2020-10-01 01:51:00,2020-10-01 01:51:00,1.17365,1.17351,1.17365,1.17349,46
2020-10-01 01:52:00,2020-10-01 01:52:00,1.17351,1.17349,1.17355,1.17347,33
2020-10-01 01:53:00,2020-10-01 01:53:00,1.17349,1.17339,1.17349,1.1733,77
2020-10-01 01:54:00,2020-10-01 01:54:00,1.17339,1.17345,1.17345,1.17339,29
2020-10-01 01:55:00,2020-10-01 01:55:00,1.17345,1.17347,1.17351,1.17343,32
2020-10-01 01:56:00,2020-10-01 01:56:00,1.17347,1.17357,1.17365,1.17347,54
2020-10-01 01:57:00,2020-10-01 01:57:00,1.17357,1.17358,1.17358,1.17345,27
2020-10-01 01:58:00,2020-10-01 01:58:00,1.17358,1.17369,1.17369,1.17357,42
2020-10-01 01:59:00,2020-10-01 01:59:00,1.1737,1.17353,1.17375,1.17353,62
2020-10-01 02:00:00,2020-10-01 02:00:00,1.17353,1.17341,1.17353,1.17339,69
2020-10-01 02:01:00,2020-10-01 02:01:00,1.17342,1.17359,1.1736,1.17342,71
2020-10-01 02:02:00,2020-10-01 02:02:00,1.17359,1.17361,1.17365,1.17355,24
2020-10-01 02:03:00,2020-10-01 02:03:00,1.17361,1.17353,1.17362,1.17353,27
2020-10-01 02:04:00,2020-10-01 02:04:00,1.17351,1.17351,1.17356,1.17345,47
2020-10-01 02:05:00,2020-10-01 02:05:00,1.17352,1.17351,1.17357,1.17347,48
2020-10-01 02:06:00,2020-10-01 02:06:00,1.17351,1.17353,1.17359,1.1735,48
2020-10-01 02:07:00,2020-10-01 02:07:00,1.17353,1.17348,1.17356,1.17347,50
2020-10-01 02:08:00,2020-10-01 02:08:00,1.17348,1.17354,1.17354,1.17347,23
