Date,Date,Open,Close,High,Low,Volume
2020-09-30 03:15:25,2020-09-30 03:15:25,1.17331,1.17331,1.17331,1.17331,1
2020-09-30 03:15:26,2020-09-30 03:15:26,1.17331,1.17331,1.17331,1.17331,0
2020-09-30 03:15:27,2020-09-30 03:15:27,1.17331,1.17331,1.17331,1.17331,0
2020-09-30 03:15:28,2020-09-30 03:15:28,1.17331,1.17331,1.17331,1.17331,0
2020-09-30 03:15:29,2020-09-30 03:15:29,1.17331,1.17335,1.17335,1.17331,4
2020-09-30 03:15:30,2020-09-30 03:15:30,1.17335,1.17339,1.17339,1.17335,4
2020-09-30 03:15:31,2020-09-30 03:15:31,1.17337,1.17337,1.17337,1.17337,1
2020-09-30 03:15:32,2020-09-30 03:15:32,1.17337,1.17337,1.17337,1.17337,0
2020-09-30 03:15:33,2020-09-30 03:15:33,1.17337,1.17337,1.17337,1.17337,0
2020-09-30 03:15:34,2020-09-30 03:15:34,1.17336,1.17333,1.17336,1.17333,4
2020-09-30 03:15:35,2020-09-30 03:15:35,1.17333,1.17335,1.17335,1.17333,3
2020-09-30 03:15:36,2020-09-30 03:15:36,1.17335,1.17335,1.17335,1.17335,1
2020-09-30 03:15:37,2020-09-30 03:15:37,1.17337,1.17337,1.17337,1.17337,3
2020-09-30 03:15:38,2020-09-30 03:15:38,1.17337,1.17337,1.17337,1.17337,0
2020-09-30 03:15:39,2020-09-30 03:15:39,1.17336,1.17336,1.17336,1.17336,1
2020-09-30 03:15:40,2020-09-30 03:15:40,1.17336,1.17336,1.17336,1.17336,0
2020-09-30 03:15:41,2020-09-30 03:15:41,1.17337,1.17339,1.17339,1.17337,4
2020-09-30 03:15:42,2020-09-30 03:15:42,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:15:43,2020-09-30 03:15:43,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:15:44,2020-09-30 03:15:44,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:15:45,2020-09-30 03:15:45,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:15:46,2020-09-30 03:15:46,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:15:47,2020-09-30 03:15:47,1.17339,1.17339,1.17339,1.17339,1
2020-09-30 03:15:48,2020-09-30 03:15:48,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:15:49,2020-09-30 03:15:49,1.1734,1.17329,1.1734,1.17329,11
2020-09-30 03:15:50,2020-09-30 03:15:50,1.17329,1.17329,1.17329,1.17329,1
2020-09-30 03:15:51,2020-09-30 03:15:51,1.17329,1.17329,1.17329,1.17329,1
2020-09-30 03:15:52,2020-09-30 03:15:52,1.17331,1.1733,1.17331,1.1733,4
2020-09-30 03:15:53,2020-09-30 03:15:53,1.17329,1.17329,1.17329,1.17329,1
2020-09-30 03:15:54,2020-09-30 03:15:54,1.17329,1.17329,1.17329,1.17329,0
2020-09-30 03:15:55,2020-09-30 03:15:55,1.17329,1.17329,1.17329,1.17329,1
2020-09-30 03:15:56,2020-09-30 03:15:56,1.17329,1.17329,1.17329,1.17329,0
2020-09-30 03:15:57,2020-09-30 03:15:57,1.17329,1.17329,1.17329,1.17329,5
2020-09-30 03:15:58,2020-09-30 03:15:58,1.1733,1.17333,1.17333,1.1733,7
2020-09-30 03:15:59,2020-09-30 03:15:59,1.17333,1.17335,1.17335,1.17333,6
2020-09-30 03:16:00,2020-09-30 03:16:00,1.17337,1.17339,1.17339,1.17337,10
2020-09-30 03:16:01,2020-09-30 03:16:01,1.17339,1.17339,1.17339,1.17339,0
2020-09-30 03:16:02,2020-09-30 03:16:02,1.17338,1.17337,1.17338,1.17337,3
2020-09-30 03:16:03,2020-09-30 03:16:03,1.17337,1.17337,1.17337,1.17337,0
2020-09-30 03:16:04,2020-09-30 03:16:04,1.17337,1.17337,1.17337,1.17337,0
2020-09-30 03:16:05,2020-09-30 03:16:05,1.17337,1.17338,1.17338,1.17337,4
2020-09-30 03:16:06,2020-09-30 03:16:06,1.17338,1.17338,1.17338,1.17338,1
2020-09-30 03:16:07,2020-09-30 03:16:07,1.17338,1.17338,1.17338,1.17338,0
2020-09-30 03:16:08,2020-09-30 03:16:08,1.17338,1.17338,1.17338,1.17338,0
